year,season,fishery,area,t
1987,2,41,8,0
1988,2,41,8,0
1989,2,41,8,0
1990,2,41,8,0
1991,2,41,8,0
1992,2,41,8,0
1993,2,41,8,0
1994,2,41,8,0
1995,2,41,8,0
1996,2,41,8,0
1997,2,41,8,0
1998,2,41,8,0
1999,2,41,8,0
2000,2,41,8,0
2001,2,41,8,0
2002,2,41,8,0
2003,2,41,8,0
2004,2,41,8,0
2005,2,41,8,0
2006,2,41,8,0
2007,2,41,8,0
2008,2,41,8,0
2009,2,41,8,0
2010,2,41,8,2.42321e-05
2011,2,41,8,3.13815e-05
2012,2,41,8,1.95144e-05
2013,2,41,8,2.82272e-05
2014,2,41,8,3.03715e-05
2015,2,41,8,2.74488e-05
2016,2,41,8,2.68342e-05
2017,2,41,8,2.13974e-05
2018,2,41,8,2.29923e-05
2019,2,41,8,2.50216e-05
2020,2,41,8,2.08065e-05
2021,2,41,8,1.41749e-05
1972,3,1,1,5419.8
1973,3,1,1,5833.4
1974,3,1,1,4335.7
1975,3,1,1,4050.8
1976,3,1,1,7735.1
1977,3,1,1,2746.7
1978,3,1,1,6659
1979,3,1,1,4287.3
1980,3,1,1,3454.3
1981,3,1,1,3283.8
1982,3,1,1,5509.5
1983,3,1,1,3738.7
1984,3,1,1,3727.9
1985,3,1,1,3027.5
1986,3,1,1,5128.9
1987,3,1,1,5057
1988,3,1,1,4030.5
1989,3,1,1,5066
1990,3,1,1,7910.4
1991,3,1,1,3543.5
1992,3,1,1,4298.3
1993,3,1,1,6169.2
1994,3,1,1,4515.6
1995,3,1,1,6252.1
1996,3,1,1,5700.8
1997,3,1,1,5850.7
1998,3,1,1,5550.7
1999,3,1,1,3153.8
2000,3,1,1,9004.3
2001,3,1,1,3708.9
2002,3,1,1,4382.2
2003,3,1,1,4866.2
2004,3,1,1,5444.5
2005,3,1,1,3154
2006,3,1,1,2394.6
2007,3,1,1,3926.7
2008,3,1,1,3319.3
2009,3,1,1,3750.2
2010,3,1,1,3079.1
2011,3,1,1,3816.8
2012,3,1,1,2764
2013,3,1,1,4144.1
2014,3,1,1,2778.8
2015,3,1,1,1666
2016,3,1,1,2288.8
2017,3,1,1,2583.6
2018,3,1,1,2089.2
2019,3,1,1,2443.4
2020,3,1,1,2290.8
2021,3,1,1,2005.8
1972,3,2,1,900.8
1973,3,2,1,1049.2
1974,3,2,1,781.4
1975,3,2,1,473.9
1976,3,2,1,1334.2
1977,3,2,1,241.8
1978,3,2,1,469.2
1979,3,2,1,455.3
1980,3,2,1,747.7
1981,3,2,1,445.4
1982,3,2,1,231.9
1983,3,2,1,723.9
1984,3,2,1,1581.1
1985,3,2,1,1294.9
1986,3,2,1,1937.2
1987,3,2,1,1422.2
1988,3,2,1,2247.5
1989,3,2,1,1377.1
1990,3,2,1,1523.8
1991,3,2,1,1950.5
1992,3,2,1,975.7
1993,3,2,1,1323
1994,3,2,1,1294.1
1995,3,2,1,2195.3
1996,3,2,1,1426.3
1997,3,2,1,1440.2
1998,3,2,1,1603.3
1999,3,2,1,347.5
2000,3,2,1,1227.5
2001,3,2,1,1229.1
2002,3,2,1,735.8
2003,3,2,1,603.4
2004,3,2,1,208.8
2005,3,2,1,83.3
2006,3,2,1,169.3
2007,3,2,1,529.2
2008,3,2,1,992.5
2009,3,2,1,428.7
2010,3,2,1,825.9
2011,3,2,1,135.6
2012,3,2,1,1158
2013,3,2,1,393.2
2014,3,2,1,42.6
2015,3,2,1,4.8
2016,3,2,1,283.8
2017,3,2,1,153.6
2018,3,2,1,164.2
2019,3,2,1,60
2020,3,2,1,157.6
2021,3,2,1,36.4
1972,3,3,1,3.36912
1973,3,3,1,3.71729
1974,3,3,1,3.69628
1975,3,3,1,4.0419
1976,3,3,1,3.69818
1977,3,3,1,4.03419
1978,3,3,1,3.81442
1979,3,3,1,3.94803
1980,3,3,1,3.802
1981,3,3,1,3.95794
1982,3,3,1,3.83318
1983,3,3,1,3.58466
1984,3,3,1,3.81716
1985,3,3,1,4.13131
1986,3,3,1,3.63802
1987,3,3,1,3.85966
1988,3,3,1,3.93432
1989,3,3,1,4.0727
1990,3,3,1,3.89702
1991,3,3,1,3.85333
1992,3,3,1,3.79961
1993,3,3,1,3.91671
1994,3,3,1,3.94347
1995,3,3,1,3.66411
1996,3,3,1,3.96243
1997,3,3,1,3.59629
1998,3,3,1,3.91082
1999,3,3,1,4.03909
2000,3,3,1,3.70763
2001,3,3,1,3.92005
2002,3,3,1,3.95256
2003,3,3,1,4.035
2004,3,3,1,4.01565
2005,3,3,1,3.81709
2006,3,3,1,4.01864
2007,3,3,1,4.20838
2008,3,3,1,4.05923
2009,3,3,1,4.21567
2010,3,3,1,3.9073
2011,3,3,1,3.91975
2012,3,3,1,4.1133
2013,3,3,1,4.03653
2014,3,3,1,4.26357
2015,3,3,1,3.98901
2016,3,3,1,4.07272
2017,3,3,1,3.9438
2018,3,3,1,3.81209
2019,3,3,1,3.8964
2020,3,3,1,4.32741
2021,3,3,1,0
1972,3,4,2,26133.9
1973,3,4,2,34398
1974,3,4,2,20647.7
1975,3,4,2,20128.4
1976,3,4,2,31671.7
1977,3,4,2,18438.1
1978,3,4,2,23154.3
1979,3,4,2,41520.4
1980,3,4,2,37583.3
1981,3,4,2,18302.8
1982,3,4,2,32464.2
1983,3,4,2,38325.2
1984,3,4,2,74910.7
1985,3,4,2,12160.4
1986,3,4,2,47909.7
1987,3,4,2,24670.8
1988,3,4,2,40667.8
1989,3,4,2,32800.8
1990,3,4,2,26230.5
1991,3,4,2,44430.4
1992,3,4,2,33348.5
1993,3,4,2,62795.8
1994,3,4,2,23127.8
1995,3,4,2,43214.2
1996,3,4,2,12492.3
1997,3,4,2,30320.1
1998,3,4,2,34139.9
1999,3,4,2,48188.8
2000,3,4,2,37632.3
2001,3,4,2,22260.6
2002,3,4,2,20487.5
2003,3,4,2,29199.2
2004,3,4,2,21848.9
2005,3,4,2,48554
2006,3,4,2,37078
2007,3,4,2,23563.1
2008,3,4,2,31278.5
2009,3,4,2,15672.5
2010,3,4,2,29303.8
2011,3,4,2,21278
2012,3,4,2,22072.5
2013,3,4,2,23517.8
2014,3,4,2,12377.4
2015,3,4,2,18660.5
2016,3,4,2,25776.1
2017,3,4,2,18606.8
2018,3,4,2,25448.7
2019,3,4,2,30188.5
2020,3,4,2,12173.4
2021,3,4,2,20007.8
1972,3,5,2,2758.9
1973,3,5,2,6795.4
1974,3,5,2,1139.6
1975,3,5,2,947.4
1976,3,5,2,1075.1
1977,3,5,2,2204.2
1978,3,5,2,28.4
1979,3,5,2,2917.9
1980,3,5,2,13316.8
1981,3,5,2,757.5
1982,3,5,2,2676
1983,3,5,2,4772.9
1984,3,5,2,8367.9
1985,3,5,2,1838
1986,3,5,2,8028.5
1987,3,5,2,15944.2
1988,3,5,2,32681
1989,3,5,2,9971.6
1990,3,5,2,5744.3
1991,3,5,2,14716.1
1992,3,5,2,7113.9
1993,3,5,2,20904.4
1994,3,5,2,20564.7
1995,3,5,2,22410.9
1996,3,5,2,9365.7
1997,3,5,2,43905
1998,3,5,2,65147.1
1999,3,5,2,17172.2
2000,3,5,2,16498.6
2001,3,5,2,33383.8
2002,3,5,2,32592.9
2003,3,5,2,43822.2
2004,3,5,2,24378.2
2005,3,5,2,51038.1
2006,3,5,2,47287.3
2007,3,5,2,38457
2008,3,5,2,29336.4
2009,3,5,2,9704.5
2010,3,5,2,29773.6
2011,3,5,2,12151.2
2012,3,5,2,15641.5
2013,3,5,2,15015.6
2014,3,5,2,19411.5
2015,3,5,2,22567.7
2016,3,5,2,4061.6
2017,3,5,2,10883.4
2018,3,5,2,3209.6
2019,3,5,2,7573
2020,3,5,2,8045.7
2021,3,5,2,2280
1972,3,6,2,3.57057
1973,3,6,2,3.63822
1974,3,6,2,3.50618
1975,3,6,2,3.90254
1976,3,6,2,3.68804
1977,3,6,2,3.85535
1978,3,6,2,3.49603
1979,3,6,2,3.8048
1980,3,6,2,3.41572
1981,3,6,2,3.76663
1982,3,6,2,3.62582
1983,3,6,2,3.45481
1984,3,6,2,3.50909
1985,3,6,2,3.82144
1986,3,6,2,3.28667
1987,3,6,2,3.64926
1988,3,6,2,3.63568
1989,3,6,2,3.86731
1990,3,6,2,3.83388
1991,3,6,2,3.45693
1992,3,6,2,3.56016
1993,3,6,2,3.56146
1994,3,6,2,3.74916
1995,3,6,2,3.45707
1996,3,6,2,3.78354
1997,3,6,2,3.5622
1998,3,6,2,3.58745
1999,3,6,2,3.64975
2000,3,6,2,3.54741
2001,3,6,2,3.57638
2002,3,6,2,3.75335
2003,3,6,2,3.60574
2004,3,6,2,3.85824
2005,3,6,2,3.34691
2006,3,6,2,3.74806
2007,3,6,2,3.89673
2008,3,6,2,3.77987
2009,3,6,2,3.86791
2010,3,6,2,3.36554
2011,3,6,2,3.61474
2012,3,6,2,3.78282
2013,3,6,2,3.70217
2014,3,6,2,4.09097
2015,3,6,2,3.55748
2016,3,6,2,3.82186
2017,3,6,2,3.67174
2018,3,6,2,3.53438
2019,3,6,2,3.52185
2020,3,6,2,4.07849
2021,3,6,2,3.33277
1972,3,7,3,9674.5
1973,3,7,3,9817.6
1974,3,7,3,6891.2
1975,3,7,3,6662.9
1976,3,7,3,5252.3
1977,3,7,3,9616.5
1978,3,7,3,7521
1979,3,7,3,5976.2
1980,3,7,3,8135
1981,3,7,3,9899
1982,3,7,3,10817.1
1983,3,7,3,7919
1984,3,7,3,8538.5
1985,3,7,3,6334.5
1986,3,7,3,8290.3
1987,3,7,3,6177.9
1988,3,7,3,6128.4
1989,3,7,3,5353.1
1990,3,7,3,4126.3
1991,3,7,3,4631.8
1992,3,7,3,3459.2
1993,3,7,3,3709.5
1994,3,7,3,3310.2
1995,3,7,3,2572.1
1996,3,7,3,3976.6
1997,3,7,3,3586.3
1998,3,7,3,2548.7
1999,3,7,3,2622.7
2000,3,7,3,3107.7
2001,3,7,3,2475.5
2002,3,7,3,1949.4
2003,3,7,3,2755.1
2004,3,7,3,2928.1
2005,3,7,3,1739.4
2006,3,7,3,1807.1
2007,3,7,3,1699.1
2008,3,7,3,2020.2
2009,3,7,3,2197
2010,3,7,3,1656.5
2011,3,7,3,2177.5
2012,3,7,3,2078.6
2013,3,7,3,1843.1
2014,3,7,3,2602.8
2015,3,7,3,1851
2016,3,7,3,1675.2
2017,3,7,3,2116.8
2018,3,7,3,2366.8
2019,3,7,3,1652.3
2020,3,7,3,1960.2
2021,3,7,3,1799.8
1972,3,8,3,0
1973,3,8,3,0
1974,3,8,3,0
1975,3,8,3,16.1
1976,3,8,3,0
1977,3,8,3,108.1
1978,3,8,3,0
1979,3,8,3,0
1980,3,8,3,166
1981,3,8,3,108.2
1982,3,8,3,0
1983,3,8,3,124
1984,3,8,3,147.8
1985,3,8,3,104.2
1986,3,8,3,399.5
1987,3,8,3,304.2
1988,3,8,3,182.3
1989,3,8,3,322.1
1990,3,8,3,239.1
1991,3,8,3,632.2
1992,3,8,3,388.6
1993,3,8,3,487.2
1994,3,8,3,80.3
1995,3,8,3,1111.7
1996,3,8,3,5490.5
1997,3,8,3,22.3
1998,3,8,3,78.4
1999,3,8,3,1.3
2000,3,8,3,0
2001,3,8,3,14.8
2002,3,8,3,1.7
2003,3,8,3,407.4
2004,3,8,3,4457.3
2005,3,8,3,59.1
2006,3,8,3,41.9
2007,3,8,3,181.5
2008,3,8,3,122.6
2009,3,8,3,4.1
2010,3,8,3,10.8
2011,3,8,3,99.3
2012,3,8,3,1.8
2013,3,8,3,305.4
2014,3,8,3,0.2
2015,3,8,3,0.3
2016,3,8,3,200.4
2017,3,8,3,127.2
2018,3,8,3,171.7
2019,3,8,3,120.2
2020,3,8,3,109.2
2021,3,8,3,0
1972,3,9,3,4.20307
1973,3,9,3,4.21816
1974,3,9,3,4.13347
1975,3,9,3,4.41311
1976,3,9,3,4.39866
1977,3,9,3,4.26625
1978,3,9,3,4.18736
1979,3,9,3,4.3572
1980,3,9,3,4.31757
1981,3,9,3,4.20373
1982,3,9,3,4.19628
1983,3,9,3,3.9538
1984,3,9,3,4.0848
1985,3,9,3,4.33529
1986,3,9,3,3.99133
1987,3,9,3,4.06455
1988,3,9,3,4.27862
1989,3,9,3,4.27651
1990,3,9,3,4.3221
1991,3,9,3,4.18185
1992,3,9,3,4.13774
1993,3,9,3,4.22106
1994,3,9,3,4.19682
1995,3,9,3,4.22838
1996,3,9,3,4.28139
1997,3,9,3,4.15318
1998,3,9,3,4.21327
1999,3,9,3,4.28981
2000,3,9,3,4.2859
2001,3,9,3,4.2137
2002,3,9,3,4.29955
2003,3,9,3,4.34324
2004,3,9,3,4.27908
2005,3,9,3,4.18085
2006,3,9,3,4.23093
2007,3,9,3,4.39631
2008,3,9,3,4.41894
2009,3,9,3,4.43372
2010,3,9,3,4.21818
2011,3,9,3,4.13123
2012,3,9,3,4.30438
2013,3,9,3,4.23271
2014,3,9,3,4.41704
2015,3,9,3,4.22569
2016,3,9,3,4.33268
2017,3,9,3,4.2767
2018,3,9,3,4.09975
2019,3,9,3,4.21905
2020,3,9,3,4.48876
2021,3,9,3,0
1972,3,10,5,4153
1973,3,10,5,4665.5
1974,3,10,5,5205.5
1975,3,10,5,5594.5
1976,3,10,5,4959.8
1977,3,10,5,8669.5
1978,3,10,5,8786.5
1979,3,10,5,4239
1980,3,10,5,3646.8
1981,3,10,5,4927
1982,3,10,5,5026.7
1983,3,10,5,4074
1984,3,10,5,2971.5
1985,3,10,5,4439
1986,3,10,5,4910.8
1987,3,10,5,5687.8
1988,3,10,5,4314.3
1989,3,10,5,4986.2
1990,3,10,5,6494.3
1991,3,10,5,6261.8
1992,3,10,5,5033.5
1993,3,10,5,3457.3
1994,3,10,5,6092.8
1995,3,10,5,6370.3
1996,3,10,5,6377.3
1997,3,10,5,7513.5
1998,3,10,5,7820.8
1999,3,10,5,7043
2000,3,10,5,7365.5
2001,3,10,5,6885.8
2002,3,10,5,7013.5
2003,3,10,5,8798.8
2004,3,10,5,9133.5
2005,3,10,5,12263.3
2006,3,10,5,13513.5
2007,3,10,5,15597.8
2008,3,10,5,15670.5
2009,3,10,5,6313.5
2010,3,10,5,6874.5
2011,3,10,5,1952.7
2012,3,10,5,3529.3
2013,3,10,5,3494.5
2014,3,10,5,4122
2015,3,10,5,6862.5
2016,3,10,5,3559.5
2017,3,10,5,4664.5
2018,3,10,5,4671.5
2019,3,10,5,4116.5
2020,3,10,5,4119.3
2021,3,10,5,4119.3
1972,3,11,5,4900
1973,3,11,5,5575
1974,3,11,5,5903.3
1975,3,11,5,5829
1976,3,11,5,6334.5
1977,3,11,5,6594
1978,3,11,5,7355.5
1979,3,11,5,9077.5
1980,3,11,5,2795.3
1981,3,11,5,2884.8
1982,3,11,5,3079.2
1983,3,11,5,4069.2
1984,3,11,5,3435.3
1985,3,11,5,3544.5
1986,3,11,5,2678
1987,3,11,5,3122.7
1988,3,11,5,3648.8
1989,3,11,5,3667.5
1990,3,11,5,7603.8
1991,3,11,5,7776.5
1992,3,11,5,8940.5
1993,3,11,5,8190.5
1994,3,11,5,9084.8
1995,3,11,5,9681
1996,3,11,5,15024.8
1997,3,11,5,11179.5
1998,3,11,5,14760.3
1999,3,11,5,14008.2
2000,3,11,5,14904.8
2001,3,11,5,13715.3
2002,3,11,5,13182.5
2003,3,11,5,13447
2004,3,11,5,17704.8
2005,3,11,5,15420
2006,3,11,5,18509.5
2007,3,11,5,21702
2008,3,11,5,23470.2
2009,3,11,5,22302.5
2010,3,11,5,19960.5
2011,3,11,5,23861.5
2012,3,11,5,27433
2013,3,11,5,25688
2014,3,11,5,30558
2015,3,11,5,35556.2
2016,3,11,5,40118.2
2017,3,11,5,31127.8
2018,3,11,5,29999.8
2019,3,11,5,25813.8
2020,3,11,5,19839.5
2021,3,11,5,31589.8
1972,3,12,5,1795
1973,3,12,5,1987
1974,3,12,5,2269.7
1975,3,12,5,2360.2
1976,3,12,5,2381.7
1977,3,12,5,4446.8
1978,3,12,5,3336.2
1979,3,12,5,5940.1
1980,3,12,5,5835.6
1981,3,12,5,6740.6
1982,3,12,5,9109.4
1983,3,12,5,11680.9
1984,3,12,5,10544.4
1985,3,12,5,12869.3
1986,3,12,5,15809
1987,3,12,5,15180.7
1988,3,12,5,13656.9
1989,3,12,5,14771
1990,3,12,5,21293.6
1991,3,12,5,22803.8
1992,3,12,5,20548.4
1993,3,12,5,18079.9
1994,3,12,5,20259.3
1995,3,12,5,23204.1
1996,3,12,5,27555
1997,3,12,5,22753.1
1998,3,12,5,28346.1
1999,3,12,5,28850.1
2000,3,12,5,28088.6
2001,3,12,5,26637.5
2002,3,12,5,29539.2
2003,3,12,5,33408.1
2004,3,12,5,37676.5
2005,3,12,5,32121.2
2006,3,12,5,36376.1
2007,3,12,5,39842.4
2008,3,12,5,45708.8
2009,3,12,5,48507.1
2010,3,12,5,40066.5
2011,3,12,5,27414.5
2012,3,12,5,32362.6
2013,3,12,5,61752
2014,3,12,5,52939.6
2015,3,12,5,29736.7
2016,3,12,5,38825
2017,3,12,5,47039.7
2018,3,12,5,29998.2
2019,3,12,5,44043.4
2020,3,12,5,40200.2
2021,3,12,5,40421.2
1972,3,13,5,385
1973,3,13,5,180.8
1974,3,13,5,262.8
1975,3,13,5,227.3
1976,3,13,5,436.3
1977,3,13,5,79.6
1978,3,13,5,2
1979,3,13,5,87.2
1980,3,13,5,4955.6
1981,3,13,5,6121.5
1982,3,13,5,6413
1983,3,13,5,7161.2
1984,3,13,5,7561.7
1985,3,13,5,8343.8
1986,3,13,5,8568.7
1987,3,13,5,9806.4
1988,3,13,5,11507.2
1989,3,13,5,12536.3
1990,3,13,5,14379.5
1991,3,13,5,14712.8
1992,3,13,5,16907.7
1993,3,13,5,15491.9
1994,3,13,5,17186.7
1995,3,13,5,18308.2
1996,3,13,5,28413.7
1997,3,13,5,21141.8
1998,3,13,5,27913.5
1999,3,13,5,26491.5
2000,3,13,5,28187.1
2001,3,13,5,25937.3
2002,3,13,5,24930
2003,3,13,5,25430
2004,3,13,5,33481.8
2005,3,13,5,19072.6
2006,3,13,5,25282.8
2007,3,13,5,29644.6
2008,3,13,5,31177.5
2009,3,13,5,33478.3
2010,3,13,5,33674.2
2011,3,13,5,30878.7
2012,3,13,5,25214.2
2013,3,13,5,21449
2014,3,13,5,19937.3
2015,3,13,5,19709.5
2016,3,13,5,21381
2017,3,13,5,14953.7
2018,3,13,5,25935.2
2019,3,13,5,20227
2020,3,13,5,27021.8
2021,3,13,5,10453.8
1972,3,14,5,0
1973,3,14,5,0
1974,3,14,5,121.4
1975,3,14,5,77.6
1976,3,14,5,158.6
1977,3,14,5,119.6
1978,3,14,5,2892.2
1979,3,14,5,2094.6
1980,3,14,5,884.1
1981,3,14,5,691.5
1982,3,14,5,43.3
1983,3,14,5,237.5
1984,3,14,5,1782.6
1985,3,14,5,2684.5
1986,3,14,5,2094.7
1987,3,14,5,10547.3
1988,3,14,5,10244.9
1989,3,14,5,4736.6
1990,3,14,5,1019.9
1991,3,14,5,3261.1
1992,3,14,5,726.4
1993,3,14,5,530.4
1994,3,14,5,1312.3
1995,3,14,5,9670.3
1996,3,14,5,7132.7
1997,3,14,5,377.8
1998,3,14,5,8.4
1999,3,14,5,13
2000,3,14,5,41.7
2001,3,14,5,41.5
2002,3,14,5,370.3
2003,3,14,5,829.9
2004,3,14,5,2964.9
2005,3,14,5,414.3
2006,3,14,5,91.5
2007,3,14,5,25.7
2008,3,14,5,910.5
2009,3,14,5,0
2010,3,14,5,0
2011,3,14,5,0
2012,3,14,5,0
2013,3,14,5,0
2014,3,14,5,0
2015,3,14,5,0
2016,3,14,5,6.1
2017,3,14,5,265
2018,3,14,5,0
2019,3,14,5,33.7
2020,3,14,5,116.1
2021,3,14,5,12.1
1972,3,15,5,0
1973,3,15,5,0
1974,3,15,5,0
1975,3,15,5,1.8
1976,3,15,5,59.9
1977,3,15,5,22
1978,3,15,5,175
1979,3,15,5,457.5
1980,3,15,5,119.8
1981,3,15,5,28
1982,3,15,5,74.4
1983,3,15,5,0
1984,3,15,5,2681.9
1985,3,15,5,396.8
1986,3,15,5,21.3
1987,3,15,5,807.2
1988,3,15,5,3047.3
1989,3,15,5,1349.8
1990,3,15,5,282.4
1991,3,15,5,1378.9
1992,3,15,5,132.7
1993,3,15,5,94.2
1994,3,15,5,361.7
1995,3,15,5,723.5
1996,3,15,5,7720.8
1997,3,15,5,786.6
1998,3,15,5,0
1999,3,15,5,0
2000,3,15,5,315.7
2001,3,15,5,0
2002,3,15,5,0
2003,3,15,5,1134.4
2004,3,15,5,1296.3
2005,3,15,5,45.6
2006,3,15,5,390.7
2007,3,15,5,0
2008,3,15,5,992.8
2009,3,15,5,0
2010,3,15,5,18.9
2011,3,15,5,0
2012,3,15,5,88.1
2013,3,15,5,36.4
2014,3,15,5,10.4
2015,3,15,5,0
2016,3,15,5,1661.8
2017,3,15,5,14170.1
2018,3,15,5,706.2
2019,3,15,5,3820.6
2020,3,15,5,178.6
2021,3,15,5,0
1972,3,16,5,0
1973,3,16,5,0
1974,3,16,5,0
1975,3,16,5,0
1976,3,16,5,0
1977,3,16,5,0
1978,3,16,5,0
1979,3,16,5,0
1980,3,16,5,0
1981,3,16,5,0
1982,3,16,5,0
1983,3,16,5,0
1984,3,16,5,0
1985,3,16,5,0
1986,3,16,5,0
1987,3,16,5,0
1988,3,16,5,0
1989,3,16,5,0
1990,3,16,5,0
1991,3,16,5,0
1992,3,16,5,0
1993,3,16,5,0
1994,3,16,5,0
1995,3,16,5,0
1996,3,16,5,0
1997,3,16,5,0
1998,3,16,5,0
1999,3,16,5,0
2000,3,16,5,4922.2
2001,3,16,5,5180.7
2002,3,16,5,5515
2003,3,16,5,5482.3
2004,3,16,5,7393.8
2005,3,16,5,7582.5
2006,3,16,5,7606.1
2007,3,16,5,7843
2008,3,16,5,7219.7
2009,3,16,5,6485.5
2010,3,16,5,6013.9
2011,3,16,5,7373
2012,3,16,5,10909
2013,3,16,5,13847.8
2014,3,16,5,15068.5
2015,3,16,5,15605.3
2016,3,16,5,23455.1
2017,3,16,5,21560.2
2018,3,16,5,22865.1
2019,3,16,5,21839.2
2020,3,16,5,18410.3
2021,3,16,5,18410.3
1972,3,17,5,3.68735
1973,3,17,5,3.73634
1974,3,17,5,3.88583
1975,3,17,5,3.57064
1976,3,17,5,3.86025
1977,3,17,5,3.72984
1978,3,17,5,3.40482
1979,3,17,5,3.45523
1980,3,17,5,3.6847
1981,3,17,5,3.36109
1982,3,17,5,3.30249
1983,3,17,5,3.454
1984,3,17,5,3.63223
1985,3,17,5,3.89899
1986,3,17,5,3.78062
1987,3,17,5,3.85865
1988,3,17,5,3.58683
1989,3,17,5,3.57779
1990,3,17,5,3.25632
1991,3,17,5,3.41013
1992,3,17,5,4.14271
1993,3,17,5,3.38652
1994,3,17,5,3.33099
1995,3,17,5,3.70744
1996,3,17,5,3.67832
1997,3,17,5,3.39115
1998,3,17,5,3.68368
1999,3,17,5,3.49742
2000,3,17,5,3.42647
2001,3,17,5,3.3771
2002,3,17,5,3.34077
2003,3,17,5,3.63642
2004,3,17,5,3.21644
2005,3,17,5,3.19215
2006,3,17,5,3.38385
2007,3,17,5,3.49677
2008,3,17,5,3.37713
2009,3,17,5,3.45462
2010,3,17,5,3.25353
2011,3,17,5,3.39474
2012,3,17,5,3.53394
2013,3,17,5,3.2913
2014,3,17,5,3.33005
2015,3,17,5,3.46922
2016,3,17,5,3.57782
2017,3,17,5,3.5024
2018,3,17,5,3.37706
2019,3,17,5,3.3236
2020,3,17,5,3.70419
2021,3,17,5,0
1972,3,18,6,4752.1
1973,3,18,6,14629.3
1974,3,18,6,17265.7
1975,3,18,6,9235.7
1976,3,18,6,13681.6
1977,3,18,6,15940.4
1978,3,18,6,25114.4
1979,3,18,6,14963.3
1980,3,18,6,20474
1981,3,18,6,19770.5
1982,3,18,6,4888.6
1983,3,18,6,8081.3
1984,3,18,6,10572.1
1985,3,18,6,10285.5
1986,3,18,6,12645.1
1987,3,18,6,6815.1
1988,3,18,6,10527.7
1989,3,18,6,14024.7
1990,3,18,6,9590.2
1991,3,18,6,17293.2
1992,3,18,6,11999.3
1993,3,18,6,5630.6
1994,3,18,6,5265.8
1995,3,18,6,8477.2
1996,3,18,6,7661.6
1997,3,18,6,4686.2
1998,3,18,6,6453.3
1999,3,18,6,5786.4
2000,3,18,6,0
2001,3,18,6,1995.1
2002,3,18,6,2541.1
2003,3,18,6,2033
2004,3,18,6,3180.6
2005,3,18,6,1156.5
2006,3,18,6,1716.9
2007,3,18,6,1113.4
2008,3,18,6,379.1
2009,3,18,6,0
2010,3,18,6,0
2011,3,18,6,327.1
2012,3,18,6,850.7
2013,3,18,6,469.8
2014,3,18,6,45
2015,3,18,6,0
2016,3,18,6,372.1
2017,3,18,6,350.5
2018,3,18,6,358.5
2019,3,18,6,289.4
2020,3,18,6,342.4
2021,3,18,6,161.8
1972,3,19,6,0
1973,3,19,6,0
1974,3,19,6,0
1975,3,19,6,0
1976,3,19,6,256.1
1977,3,19,6,605.2
1978,3,19,6,6.7
1979,3,19,6,0
1980,3,19,6,125.2
1981,3,19,6,1330.6
1982,3,19,6,1510.2
1983,3,19,6,10272.5
1984,3,19,6,8151.4
1985,3,19,6,6176
1986,3,19,6,1532.1
1987,3,19,6,4843.4
1988,3,19,6,3685.1
1989,3,19,6,11646.1
1990,3,19,6,12701.5
1991,3,19,6,6351.8
1992,3,19,6,9576.1
1993,3,19,6,3164.6
1994,3,19,6,2178.4
1995,3,19,6,15859
1996,3,19,6,8501.3
1997,3,19,6,8087.9
1998,3,19,6,14481
1999,3,19,6,12288.7
2000,3,19,6,8265.1
2001,3,19,6,9090.5
2002,3,19,6,12501
2003,3,19,6,11908.8
2004,3,19,6,18289.4
2005,3,19,6,12368.8
2006,3,19,6,12153.1
2007,3,19,6,21166.1
2008,3,19,6,31020.5
2009,3,19,6,15035.1
2010,3,19,6,6330.9
2011,3,19,6,14108.1
2012,3,19,6,13888.7
2013,3,19,6,15055.3
2014,3,19,6,10032.1
2015,3,19,6,10275.6
2016,3,19,6,5782
2017,3,19,6,7429.4
2018,3,19,6,5174.5
2019,3,19,6,5182.8
2020,3,19,6,4658.9
2021,3,19,6,5936.7
1972,3,20,6,0
1973,3,20,6,0
1974,3,20,6,75.6
1975,3,20,6,108.6
1976,3,20,6,0
1977,3,20,6,65.1
1978,3,20,6,0
1979,3,20,6,0
1980,3,20,6,17.6
1981,3,20,6,70.1
1982,3,20,6,688.5
1983,3,20,6,1673.9
1984,3,20,6,5041
1985,3,20,6,1368.2
1986,3,20,6,19.2
1987,3,20,6,242.3
1988,3,20,6,1166.7
1989,3,20,6,11882.9
1990,3,20,6,5375.1
1991,3,20,6,3886.2
1992,3,20,6,851.3
1993,3,20,6,784.8
1994,3,20,6,489.4
1995,3,20,6,11361
1996,3,20,6,1534.7
1997,3,20,6,319.7
1998,3,20,6,474.2
1999,3,20,6,1362.1
2000,3,20,6,9862.7
2001,3,20,6,3158.4
2002,3,20,6,415.2
2003,3,20,6,10922.4
2004,3,20,6,9687.8
2005,3,20,6,7961
2006,3,20,6,1795
2007,3,20,6,11634.8
2008,3,20,6,7175.9
2009,3,20,6,8162.4
2010,3,20,6,36172.2
2011,3,20,6,28778.1
2012,3,20,6,43049.6
2013,3,20,6,38407.4
2014,3,20,6,35737.3
2015,3,20,6,4566.6
2016,3,20,6,20635.1
2017,3,20,6,22611.7
2018,3,20,6,11957.9
2019,3,20,6,16966.4
2020,3,20,6,73155.6
2021,3,20,6,15845.4
1972,3,21,6,3.05203
1973,3,21,6,3.07214
1974,3,21,6,3.24146
1975,3,21,6,3.46902
1976,3,21,6,3.13609
1977,3,21,6,3.25412
